gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,sentiment_label,sentiment_confidence,num_services,is_new_customer,avg_monthly_charge,churn_probability,churn_prediction,risk_tier,top_churn_factors,recommended_action
Female,0,No,No,51,One year,Credit card (automatic),56.4,2928.5,No,Positive,0.9292944711252645,4,0,57.42156862745098,7.180642022197099e-05,No,Low,Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,6,Two year,Mailed check,20.1,100.35,No,Positive,0.6202165625392503,0,1,16.724999999999998,5.3740862697101714e-05,No,Low,Tenure pendek (6 bulan); Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,No,3,Month-to-month,Electronic check,94.9,273.2,No,Positive,0.8560304657085892,2,1,91.06666666666666,0.0016707915530057929,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (3 bulan); Tagihan bulanan tinggi ($94.90); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,1,No,No,17,Month-to-month,Electronic check,94.2,1608.15,No,Positive,0.8982251834816514,2,0,94.59705882352942,0.001895586801039936,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($94.20); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,30,Month-to-month,Electronic check,49.9,1441.95,No,Neutral,0.5142103262504182,0,0,48.065000000000005,0.00021554415286197896,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,31,Month-to-month,Electronic check,71.05,2168.15,No,Neutral,0.49025562873985823,3,0,69.94032258064516,7.522967320069752e-05,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($71.05); Tidak ada Online Security; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,45,Two year,Bank transfer (automatic),81.65,3618.7,No,Positive,0.7419847972386666,5,0,80.41555555555556,0.0012400930494483808,No,Low,Tagihan bulanan tinggi ($81.65),Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,64,One year,Bank transfer (automatic),89.45,5692.65,No,Positive,0.9165838560327746,3,0,88.94765625,0.00011733894295136553,No,Low,Tagihan bulanan tinggi ($89.45); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,1,Month-to-month,Electronic check,59.85,59.85,Yes,Negative,0.5175907906882886,1,1,59.85,0.9994340737862648,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Feedback negatif (confidence 52%); Tidak ada Tech Support; Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Female,1,No,No,1,Month-to-month,Electronic check,69.6,69.6,Yes,Negative,0.8438689878018527,0,1,69.6,0.9999569619090704,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Feedback negatif (confidence 84%); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Male,1,Yes,Yes,61,One year,Electronic check,99.0,5969.3,No,Positive,0.9706949498648962,3,0,97.85737704918033,4.1893782863444034e-05,No,Low,Tagihan bulanan tinggi ($99.00); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,1,Month-to-month,Mailed check,19.05,19.05,No,Positive,0.5165183714796272,0,1,19.05,0.0002627927778333779,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,9,Month-to-month,Electronic check,45.4,418.8,Yes,Negative,0.765579090748282,2,0,46.53333333333333,0.9999819015210303,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (9 bulan); Feedback negatif (confidence 77%); Tidak ada Tech Support; Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Male,0,Yes,Yes,72,Two year,Bank transfer (automatic),114.45,8100.55,No,Positive,0.7401067787528942,6,0,112.50763888888889,0.002671994902976729,No,Low,Tagihan bulanan tinggi ($114.45); Fiber optic (segmen churn tinggi),Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,1,Month-to-month,Mailed check,19.5,19.5,Yes,Negative,0.8871747085846333,0,1,19.5,0.9985142573355162,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Feedback negatif (confidence 89%); Hanya berlangganan sedikit layanan,Tawarkan kontrak tahunan diskon 20-30%; PRIORITAS: Outreach personal oleh tim Customer Success
Female,0,Yes,No,7,Month-to-month,Mailed check,44.25,313.45,No,Positive,0.7581923429175519,0,0,44.778571428571425,0.0012815480371742662,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (7 bulan); Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,No,66,One year,Bank transfer (automatic),90.55,6130.95,No,Neutral,0.5963357311238621,3,0,92.89318181818182,0.04026467031061879,No,Low,Tagihan bulanan tinggi ($90.55); Fiber optic (segmen churn tinggi); Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,1,Month-to-month,Electronic check,69.9,69.9,Yes,Negative,0.4174313436056406,0,1,69.9,0.9988446174321806,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Feedback negatif (confidence 42%); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Berikan trial Tech Support gratis; PRIORITAS: Outreach personal oleh tim Customer Success
Male,0,Yes,Yes,40,Month-to-month,Bank transfer (automatic),20.4,745.3,No,Neutral,0.6625212176637612,0,0,18.6325,0.000623710401300812,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,16,Month-to-month,Bank transfer (automatic),71.4,1212.1,No,Positive,0.7630927500064887,3,0,75.75625,0.0007109888079541811,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($71.40); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,2,Month-to-month,Bank transfer (automatic),87.15,183.75,Yes,Negative,0.48780001856580246,2,1,91.875,0.9999030998404447,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (2 bulan); Tagihan bulanan tinggi ($87.15); Feedback negatif (confidence 49%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Male,0,Yes,No,67,Two year,Credit card (automatic),24.85,1583.5,No,Positive,0.8635867085077745,0,0,23.634328358208954,4.193532951483535e-05,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,No,41,One year,Bank transfer (automatic),104.45,4162.05,No,Positive,0.958749872455201,5,0,101.51341463414634,0.00242849930774452,No,Low,Tagihan bulanan tinggi ($104.45); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,56,Two year,Credit card (automatic),19.8,1119.9,No,Positive,0.8031721996574498,0,0,19.998214285714287,0.0030073127637646486,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,72,Two year,Bank transfer (automatic),116.45,8013.55,No,Positive,0.9498956389887034,6,0,111.29930555555556,0.014084076737785311,No,Low,Tagihan bulanan tinggi ($116.45); Fiber optic (segmen churn tinggi),Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,3,Month-to-month,Bank transfer (automatic),84.75,264.85,Yes,Positive,0.4320709022795117,1,1,88.28333333333335,0.9996335080731044,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (3 bulan); Tagihan bulanan tinggi ($84.75); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,Yes,No,54,Two year,Credit card (automatic),20.05,1102.4,No,Positive,0.8391613861673636,0,0,20.414814814814818,2.396869859285023e-05,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,1,No,No,52,Month-to-month,Electronic check,110.75,5832.0,No,Positive,0.7741275027210159,5,0,112.15384615384616,0.00030932770186729657,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($110.75); Fiber optic (segmen churn tinggi); Tidak ada Online Security; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,50,Two year,Bank transfer (automatic),89.7,4304.5,No,Positive,0.6847284621574642,3,0,86.09,0.0024242845793020535,No,Low,Tagihan bulanan tinggi ($89.70); Fiber optic (segmen churn tinggi); Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,14,Month-to-month,Electronic check,89.95,1178.4,Yes,Negative,0.543070842512944,2,0,84.17142857142858,0.9996793973767154,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($89.95); Feedback negatif (confidence 54%); Fiber optic (segmen churn tinggi); Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; PRIORITAS: Outreach personal oleh tim Customer Success
Male,0,Yes,No,27,One year,Credit card (automatic),48.7,1421.75,No,Positive,0.7680170585037411,1,0,52.657407407407405,7.727200493631058e-05,No,Low,Tidak ada Tech Support; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,1,Yes,No,72,Two year,Bank transfer (automatic),96.6,6827.5,No,Positive,0.860425846973914,4,0,94.82638888888889,0.0007526640517379408,No,Low,Tagihan bulanan tinggi ($96.60); Fiber optic (segmen churn tinggi),Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,62,One year,Credit card (automatic),74.3,4698.05,No,Positive,0.5543890411689865,4,0,75.775,0.0002953920083934482,No,Low,Tagihan bulanan tinggi ($74.30); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,12,Month-to-month,Electronic check,54.3,654.5,No,Positive,0.7387569419799656,2,0,54.541666666666664,0.0005645155101888159,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (12 bulan); Tidak ada Online Security; Pembayaran electronic check; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,1,No,No,44,One year,Bank transfer (automatic),74.85,3268.05,No,Positive,0.4792865898038682,4,0,74.27386363636364,7.265823612629161e-05,No,Low,Tagihan bulanan tinggi ($74.85); Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,54,Two year,Bank transfer (automatic),79.95,4362.05,No,Positive,0.9567568884227353,2,0,80.77870370370371,8.517992380016316e-05,No,Low,Tagihan bulanan tinggi ($79.95); Fiber optic (segmen churn tinggi); Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,68,Two year,Bank transfer (automatic),20.05,1386.9,No,Neutral,0.7830345871793016,0,0,20.39558823529412,0.0002731722018040732,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,20,Month-to-month,Mailed check,19.4,415.4,No,Neutral,0.4836908989350448,0,0,20.77,0.00011565412101377852,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,50,One year,Bank transfer (automatic),54.9,2614.1,No,Positive,0.8876789633648691,1,0,52.282,0.0010174599617850803,No,Low,Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,58,Two year,Credit card (automatic),24.45,1513.6,No,Positive,0.623677059386417,0,0,26.096551724137928,3.41986258487717e-05,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,35,Month-to-month,Bank transfer (automatic),89.65,3161.6,No,Positive,0.9232562203356539,2,0,90.33142857142857,0.00048653243444552325,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($89.65); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,2,Month-to-month,Electronic check,45.4,80.95,No,Positive,0.6749217763327365,0,1,40.475,0.00021205396805623207,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (2 bulan); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,63,Two year,Mailed check,75.7,4676.7,No,Positive,0.747096859703141,4,0,74.23333333333333,0.00012781116260997431,No,Low,Tagihan bulanan tinggi ($75.70),Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,No,58,One year,Credit card (automatic),110.65,6526.65,No,Positive,0.8028880285193731,5,0,112.52844827586206,0.003153541797685932,No,Low,Tagihan bulanan tinggi ($110.65); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,27,One year,Mailed check,20.55,583.3,No,Neutral,0.39481658072567266,0,0,21.6037037037037,0.029472156640161073,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,No,71,Two year,Credit card (automatic),115.15,8078.1,No,Positive,0.9776527229544753,6,0,113.77605633802817,3.525393294126909e-05,No,Low,Tagihan bulanan tinggi ($115.15); Fiber optic (segmen churn tinggi),Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,63,One year,Credit card (automatic),58.55,3503.5,No,Positive,0.5542829282748135,2,0,55.611111111111114,0.0006770818334799869,No,Low,Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,71,Month-to-month,Bank transfer (automatic),93.25,6669.45,No,Positive,0.9586365951314127,3,0,93.93591549295775,2.6034163977711003e-05,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($93.25); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,1,No,No,41,Month-to-month,Electronic check,113.2,4689.5,Yes,Negative,0.6243599805589232,5,0,114.3780487804878,0.9998034059307217,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($113.20); Feedback negatif (confidence 62%); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Male,1,No,No,13,Month-to-month,Electronic check,90.5,1201.15,Yes,Negative,0.6743600491928672,2,0,92.39615384615385,0.9999888489393421,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($90.50); Feedback negatif (confidence 67%); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Male,0,No,No,2,Month-to-month,Electronic check,79.0,143.65,Yes,Negative,0.5151878910708949,1,1,71.825,0.9999146796928109,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (2 bulan); Tagihan bulanan tinggi ($79.00); Feedback negatif (confidence 52%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,Yes,Yes,68,Two year,Bank transfer (automatic),19.35,1292.65,No,Positive,0.46047951959586886,0,0,19.009558823529414,0.0011147388688040587,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,1,Month-to-month,Mailed check,48.75,48.75,No,Positive,0.48054644800957913,1,1,48.75,0.0006022675404780621,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Tidak ada Tech Support; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,1,No,No,65,Two year,Electronic check,109.05,7108.2,No,Positive,0.8212858467224937,5,0,109.35692307692307,0.0013266982554696626,No,Low,Tagihan bulanan tinggi ($109.05); Fiber optic (segmen churn tinggi); Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Male,1,Yes,No,72,Two year,Bank transfer (automatic),25.0,1802.55,No,Positive,0.8122054515891104,0,0,25.035416666666666,0.0011243470748021622,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,28,Month-to-month,Credit card (automatic),54.9,1505.15,No,Positive,0.9209267054096715,1,0,53.75535714285714,0.00016357441311733504,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,72,Two year,Credit card (automatic),24.75,1859.1,No,Neutral,0.6099709245211246,0,0,25.820833333333333,0.0083806179562338,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,2,Month-to-month,Electronic check,91.15,168.5,No,Positive,0.887015319761629,3,1,84.25,0.0002006542738490682,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (2 bulan); Tagihan bulanan tinggi ($91.15); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,No,Yes,18,One year,Bank transfer (automatic),20.15,390.85,Yes,Neutral,0.6092768549924995,0,0,21.71388888888889,0.9978496072269134,Yes,High,Hanya berlangganan sedikit layanan,Retention call segera + penawaran personal
Male,1,Yes,No,60,One year,Electronic check,104.35,6339.45,No,Positive,0.8247751755802597,4,0,105.6575,0.004649944081097387,No,Low,Tagihan bulanan tinggi ($104.35); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check,Monitor rutin; ikutkan program loyalty reward
Female,1,No,No,26,Month-to-month,Electronic check,66.05,1652.4,No,Neutral,0.5958978311258833,2,0,63.55384615384616,0.0002024213135279783,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Online Security; Pembayaran electronic check; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,Yes,1,Month-to-month,Electronic check,71.65,71.65,Yes,Negative,0.5339121119197595,0,1,71.65,0.9992938952730896,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Tagihan bulanan tinggi ($71.65); Feedback negatif (confidence 53%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,No,No,4,Month-to-month,Mailed check,20.35,77.5,Yes,Negative,0.714102799372975,0,1,19.375,0.9994397344667124,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (4 bulan); Feedback negatif (confidence 71%); Hanya berlangganan sedikit layanan,Tawarkan kontrak tahunan diskon 20-30%; PRIORITAS: Outreach personal oleh tim Customer Success
Male,0,Yes,Yes,68,Two year,Credit card (automatic),92.2,6392.85,No,Positive,0.7114923739230028,6,0,94.0125,4.954991950167634e-05,No,Low,Tagihan bulanan tinggi ($92.20),Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,38,Month-to-month,Credit card (automatic),84.25,3264.5,Yes,Positive,0.4022318177654005,3,0,85.90789473684211,0.9998817118992182,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($84.25); Fiber optic (segmen churn tinggi); Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya
Female,1,Yes,No,42,One year,Bank transfer (automatic),105.2,4599.15,No,Positive,0.9563918600502274,4,0,109.50357142857142,3.884750794383441e-05,No,Low,Tagihan bulanan tinggi ($105.20); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,No,57,Two year,Bank transfer (automatic),19.6,1134.25,No,Neutral,0.5416852218903004,0,0,19.899122807017545,0.00186187480406292,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,No,54,Month-to-month,Electronic check,30.4,1621.35,No,Neutral,0.49385687672866546,1,0,30.025,0.007461384046203223,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Tech Support; Tidak ada Online Security; Pembayaran electronic check; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,12,Month-to-month,Bank transfer (automatic),78.1,947.3,Yes,Negative,0.4962494313966702,1,0,78.94166666666666,0.9999606371129282,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (12 bulan); Tagihan bulanan tinggi ($78.10); Feedback negatif (confidence 50%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,Yes,No,44,One year,Mailed check,61.5,2722.2,No,Positive,0.7833695828124775,3,0,61.86818181818182,7.564415152985313e-05,No,Low,Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,42,Month-to-month,Bank transfer (automatic),69.4,3058.3,No,Positive,0.9440712161527517,3,0,72.81666666666668,2.026504987215719e-05,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,72,Two year,Bank transfer (automatic),24.75,1769.6,No,Positive,0.7455040513163003,0,0,24.577777777777776,0.00037676067638201286,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,71,Two year,Mailed check,91.05,6293.75,No,Positive,0.907581574018222,6,0,88.6443661971831,9.232039481190062e-06,No,Low,Tagihan bulanan tinggi ($91.05),Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,No,19,Month-to-month,Mailed check,89.65,1761.05,Yes,Negative,0.4249989818298619,2,0,92.68684210526315,0.9999867158957263,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($89.65); Feedback negatif (confidence 42%); Fiber optic (segmen churn tinggi); Tidak ada Tech Support,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,Yes,No,23,Month-to-month,Credit card (automatic),73.65,1642.75,No,Positive,0.7768469663891683,3,0,71.42391304347827,0.00012484479206740823,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($73.65); Tidak ada Online Security,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,30,Two year,Credit card (automatic),19.4,578.5,No,Positive,0.5231113672189045,0,0,19.283333333333335,0.00014780099398987125,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,35,One year,Bank transfer (automatic),26.2,954.9,No,Positive,0.6942275002118722,0,0,27.282857142857143,9.452376188565884e-05,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,10,Month-to-month,Electronic check,98.7,973.25,Yes,Negative,0.3682867828003238,3,0,97.325,0.9999385158614956,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (10 bulan); Tagihan bulanan tinggi ($98.70); Feedback negatif (confidence 37%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Male,0,No,No,1,Month-to-month,Bank transfer (automatic),43.85,43.85,No,Positive,0.4909054453341291,0,1,43.85,0.08997672609397192,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,No,No,22,Month-to-month,Mailed check,69.7,1490.4,No,Positive,0.8300118313366278,0,0,67.74545454545455,0.0006018790271364436,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security; Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,7,Two year,Mailed check,38.55,280.0,No,Neutral,0.5260567494291257,3,0,40.0,0.00014450310470987096,No,Low,Tenure pendek (7 bulan); Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,36,Two year,Mailed check,53.1,1901.25,No,Neutral,0.555785360225254,5,0,52.8125,7.01856013150447e-05,No,Low,Tidak ada sinyal risiko dominan,Monitor rutin; ikutkan program loyalty reward
Female,0,Yes,Yes,34,Month-to-month,Mailed check,20.65,716.4,No,Neutral,0.4896560531074232,0,0,21.070588235294117,8.14752031336622e-05,No,Low,Kontrak bulanan (fleksibel = risiko tinggi); Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,72,Two year,Credit card (automatic),64.45,4720.0,No,Positive,0.7558643081180915,3,0,65.55555555555556,5.856420469466446e-05,No,Low,Tidak ada Tech Support,Monitor rutin; ikutkan program loyalty reward
Male,0,Yes,Yes,36,Two year,Credit card (automatic),25.1,930.95,No,Positive,0.6977498508267805,0,0,25.859722222222224,0.00011103168784259007,No,Low,Hanya berlangganan sedikit layanan,Monitor rutin; ikutkan program loyalty reward
Female,0,No,No,1,Month-to-month,Electronic check,76.35,76.35,Yes,Negative,0.570851202278576,1,1,76.35,0.9999659786546388,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tenure pendek (1 bulan); Tagihan bulanan tinggi ($76.35); Feedback negatif (confidence 57%); Fiber optic (segmen churn tinggi),Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
Female,0,No,No,23,Month-to-month,Electronic check,79.15,1676.95,Yes,Positive,0.370508432793287,1,0,72.9108695652174,0.9999956935219207,Yes,High,Kontrak bulanan (fleksibel = risiko tinggi); Tagihan bulanan tinggi ($79.15); Fiber optic (segmen churn tinggi); Tidak ada Tech Support; Tidak ada Online Security,Tawarkan kontrak tahunan diskon 20-30%; Tawarkan loyalty bonus atau pengurangan biaya; Berikan trial Tech Support gratis
