gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,predicted_sentiment_label,predicted_sentiment_score,sentiment_confidence,churn_probability_modern,churn_prediction_modern,risk_tier_modern,risk_reason_modern,recommendation_modern
Female,0,No,Yes,13,DSL,Month-to-month,Mailed check,53.45,718.1,No,Positive,1,0.7942234425897374,4.0488178544908095e-05,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,5,Fiber optic,Month-to-month,Credit card (automatic),69.95,320.4,No,Positive,1,0.7412325202603822,0.0007288616786015941,No,Low,"tenure pendek, kontrak bulanan","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,1,Fiber optic,Month-to-month,Electronic check,101.45,101.45,Yes,Negative,-1,0.5248757227861055,0.9999097462364499,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,0,Yes,Yes,13,Fiber optic,Month-to-month,Electronic check,97.0,1334.45,No,Positive,1,0.7485169947792588,0.004536469784484753,No,Low,"monthly charge tinggi, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,37,DSL,One year,Bank transfer (automatic),90.6,3358.65,No,Positive,1,0.597331962320698,0.0024198047655996004,No,Low,monthly charge tinggi,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,64,Fiber optic,Month-to-month,Mailed check,73.55,4764.0,No,Positive,1,0.9084147007179977,0.00043401203456642964,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,5,DSL,Month-to-month,Bank transfer (automatic),67.95,350.3,Yes,Negative,-1,0.4614296584943118,0.9999139868537588,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,0,Yes,No,61,Fiber optic,Two year,Bank transfer (automatic),94.35,5703.0,No,Positive,1,0.972836944073297,0.003399394911439274,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,69.5,69.5,Yes,Neutral,0,0.5421005298401604,0.9998964864060816,Yes,High,"tenure pendek, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,1,No,Month-to-month,Mailed check,18.85,18.85,Yes,Negative,-1,0.7797168756501505,0.9979651052653278,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,0,No,No,26,No,One year,Mailed check,19.4,525.55,No,Neutral,0,0.5974345562349688,0.0009593630875332183,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,69.2,69.2,Yes,Neutral,0,0.4710230106576154,0.9999007088677156,Yes,High,"tenure pendek, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,Yes,No,24,No,Two year,Mailed check,19.75,483.15,No,Positive,1,0.6731922915242682,6.0119310755647436e-05,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,17,DSL,One year,Electronic check,54.6,934.8,No,Positive,1,0.7659107063950227,0.00010299305146460328,No,Low,electronic check,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,Yes,26,DSL,Month-to-month,Mailed check,29.8,786.5,No,Positive,1,0.8708321077909726,0.00028330316527341414,No,Low,"kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,1,Fiber optic,Month-to-month,Electronic check,69.65,69.65,Yes,Neutral,0,0.47866970313924984,0.9999055848186338,Yes,High,"tenure pendek, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,1,Yes,No,40,Fiber optic,Month-to-month,Electronic check,101.85,4086.3,Yes,Neutral,0,0.6331966504142285,0.9995690719129031,Yes,High,"monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,52,Fiber optic,Month-to-month,Electronic check,103.05,5364.8,No,Positive,1,0.9541635773097737,0.0010306063096437287,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,82.3,82.3,Yes,Neutral,0,0.4290678419610043,0.9984729385218375,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,1,No,Month-to-month,Mailed check,20.3,20.3,No,Positive,1,0.8976821108548925,0.00010156693293152563,No,Low,"tenure pendek, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,21,DSL,Two year,Mailed check,35.1,770.4,No,Positive,1,0.6194489439342562,0.0018395088971135843,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,67,Fiber optic,One year,Bank transfer (automatic),105.7,6816.95,No,Positive,1,0.8324682808687089,0.0023450299160468094,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,44,DSL,Month-to-month,Bank transfer (automatic),56.25,2419.55,No,Positive,1,0.6081476815118334,8.931986888875549e-05,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,70,DSL,One year,Electronic check,60.35,4138.7,No,Positive,1,0.9225849420073952,0.00024366617515284646,No,Low,"indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,3,Fiber optic,Month-to-month,Electronic check,79.25,267.6,Yes,Negative,-1,0.4520910007030546,0.9999760039293045,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,0,Yes,Yes,56,DSL,Two year,Bank transfer (automatic),59.8,3457.45,No,Positive,1,0.7612757417011746,0.000845925186254961,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,13,Fiber optic,Month-to-month,Electronic check,84.6,1115.2,Yes,Negative,-1,0.5704012512358944,0.9999249678681289,Yes,High,"monthly charge tinggi, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,0,Yes,Yes,58,Fiber optic,Month-to-month,Bank transfer (automatic),93.4,5435.6,Yes,Positive,1,0.5744948754623239,0.9990236999953198,Yes,High,"monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,Yes,42,Fiber optic,Month-to-month,Electronic check,94.2,4186.3,Yes,Neutral,0,0.6063463695768173,0.9999721743474911,Yes,High,"monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,1,Yes,No,1,DSL,Month-to-month,Electronic check,25.05,25.05,Yes,Negative,-1,0.7974906522914821,0.9998279525187578,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,0,Yes,Yes,46,Fiber optic,Two year,Mailed check,99.65,4630.2,No,Positive,1,0.9108545200098813,3.853340731253609e-05,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,63,DSL,Two year,Bank transfer (automatic),50.65,3221.25,No,Positive,1,0.726952880541709,0.0009702190586446974,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,11,DSL,Month-to-month,Electronic check,60.9,688.5,No,Positive,1,0.7609225990441622,0.0007667597858744093,No,Low,"tenure pendek, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,15,DSL,Month-to-month,Bank transfer (automatic),59.65,867.1,No,Neutral,0,0.5021476433359806,0.006089772609524556,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,72,DSL,Two year,Electronic check,64.7,4746.05,No,Positive,1,0.8737854764370164,0.0003832194564472852,No,Low,"indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,29,DSL,Month-to-month,Credit card (automatic),25.1,712.85,Yes,Positive,1,0.4536807561356757,0.9922261646626376,Yes,High,kontrak bulanan,"High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,Yes,1,DSL,Month-to-month,Electronic check,48.95,48.95,Yes,Negative,-1,0.7733890684179691,0.9997636106551716,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,0,Yes,Yes,6,DSL,Month-to-month,Electronic check,54.85,355.1,No,Neutral,0,0.5843184739667345,0.0008580585548872303,No,Low,"tenure pendek, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,1,DSL,Month-to-month,Electronic check,45.3,45.3,Yes,Negative,-1,0.8992510077586326,0.9999186435862426,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, indikasi sentiment sangat kuat, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,0,Yes,Yes,63,Fiber optic,One year,Electronic check,91.35,5764.7,No,Positive,1,0.8529360501677746,0.0013341083883044616,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,2,Fiber optic,Month-to-month,Electronic check,85.85,167.3,Yes,Neutral,0,0.6463663113469955,0.9993638678427478,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,Yes,18,No,Two year,Mailed check,25.1,428.45,No,Neutral,0,0.5034799100301729,0.0033622222685151374,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,No,43,DSL,Month-to-month,Bank transfer (automatic),34.0,1505.35,No,Positive,1,0.518426216193957,0.0013858909514353115,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,15,DSL,One year,Mailed check,45.9,693.45,No,Positive,1,0.7630442187736927,9.33825605168082e-06,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,Yes,10,Fiber optic,Month-to-month,Electronic check,95.2,930.4,Yes,Neutral,0,0.5960393913604359,0.9999809718393587,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,Yes,Yes,55,No,Two year,Mailed check,20.5,1177.95,No,Positive,1,0.8659004256462189,0.00024672584353762185,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,Yes,49,Fiber optic,One year,Bank transfer (automatic),100.6,5069.65,Yes,Neutral,0,0.568333919640918,0.999984726342683,Yes,High,monthly charge tinggi,"High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,Yes,Yes,6,DSL,Month-to-month,Mailed check,55.3,324.25,Yes,Neutral,0,0.4750023593472963,0.9998229150364905,Yes,High,"tenure pendek, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,Yes,Yes,70,No,Two year,Credit card (automatic),20.35,1458.1,No,Positive,1,0.5539790663265809,5.0027797649898965e-05,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,No,No,2,Fiber optic,Month-to-month,Mailed check,74.85,156.4,Yes,Neutral,0,0.5713252312601437,0.999952174483257,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,1,Yes,No,63,DSL,One year,Bank transfer (automatic),36.1,2298.9,No,Positive,1,0.8464253658328799,0.00046564296368062363,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,25,DSL,Month-to-month,Bank transfer (automatic),65.8,1679.65,No,Positive,1,0.7930636405624859,0.00012765550796059496,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,No,No,18,No,One year,Bank transfer (automatic),20.35,369.6,No,Positive,1,0.8656358354844855,0.0002774080399143217,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,No,28,Fiber optic,Month-to-month,Electronic check,105.8,2998.0,No,Positive,1,0.8605392191362057,0.00029880152333388834,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,No,No,53,Fiber optic,One year,Mailed check,96.75,5206.55,No,Positive,1,0.8801581792400686,3.820475346757639e-05,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,35,Fiber optic,One year,Bank transfer (automatic),102.35,3626.1,Yes,Neutral,0,0.6239544828450643,0.9983508306042966,Yes,High,monthly charge tinggi,"High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,1,DSL,Month-to-month,Mailed check,24.4,24.4,No,Positive,1,0.7401474528345029,0.000924772996492859,No,Low,"tenure pendek, kontrak bulanan","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,70,Fiber optic,One year,Credit card (automatic),115.65,7968.85,Yes,Positive,1,0.6544093162309284,0.9995235360074962,Yes,High,monthly charge tinggi,"High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,2,Fiber optic,Month-to-month,Electronic check,79.85,152.45,Yes,Neutral,0,0.45164037143410396,0.9996764019874148,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,No,26,DSL,Month-to-month,Electronic check,73.05,1959.5,No,Neutral,0,0.6757147104517375,0.011100774159987541,No,Low,"monthly charge tinggi, kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,34,DSL,One year,Electronic check,64.35,2053.05,No,Positive,1,0.49425300756110496,0.00018616893430763542,No,Low,electronic check,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,Yes,19,No,Two year,Mailed check,20.5,398.55,No,Neutral,0,0.6810514736354889,0.00014533291191899808,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,15,Fiber optic,Month-to-month,Mailed check,76.0,1130.85,Yes,Neutral,0,0.6486079083806617,0.9999745760407471,Yes,High,"monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,Yes,62,DSL,One year,Credit card (automatic),54.75,3425.35,No,Positive,1,0.9050663131229355,3.758314841788081e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,No,No,42,Fiber optic,Month-to-month,Bank transfer (automatic),104.75,4323.45,Yes,Positive,1,0.49205451177758913,0.983107141076042,Yes,High,"monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,No,No,9,DSL,Month-to-month,Electronic check,74.65,703.55,Yes,Negative,-1,0.6105842119072018,0.9996858669138587,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,0,No,No,24,DSL,Month-to-month,Electronic check,51.15,1275.7,No,Neutral,0,0.6181042616047449,0.000745993638213256,No,Low,"kontrak bulanan, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,Yes,No,68,DSL,Two year,Electronic check,41.95,2965.75,No,Positive,1,0.864668627536257,0.0006792249814256072,No,Low,"indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,31,DSL,Month-to-month,Mailed check,54.35,1647.0,No,Positive,1,0.7968885072116604,0.00018649781315353077,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,1,DSL,Month-to-month,Electronic check,56.25,56.25,Yes,Negative,-1,0.614312873130888,0.9995248002414795,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,0,Yes,No,21,Fiber optic,Month-to-month,Electronic check,106.1,2249.95,Yes,Neutral,0,0.4614933103899799,0.9999018629814119,Yes,High,"monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Female,0,Yes,No,63,Fiber optic,One year,Electronic check,96.0,6109.75,No,Positive,1,0.9394776821991876,0.0004078894363963215,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,No,No,2,Fiber optic,Month-to-month,Bank transfer (automatic),79.75,159.4,Yes,Negative,-1,0.4266369389380958,0.9999565224510403,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,0,Yes,Yes,61,DSL,Two year,Bank transfer (automatic),61.45,3751.15,No,Positive,1,0.7407160493899855,0.0009695218667992972,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,68.65,68.65,Yes,Negative,-1,0.4639225143997394,0.999970662903045,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, electronic check","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Male,0,No,No,18,No,One year,Mailed check,19.65,411.25,No,Neutral,0,0.6613481554262834,0.0006786382063327993,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,6,No,One year,Credit card (automatic),19.0,105.5,No,Positive,1,0.5306018383255487,0.0007717161644844547,No,Low,tenure pendek,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,33,Fiber optic,Month-to-month,Electronic check,100.0,3320.6,No,Positive,1,0.9248212367569808,3.8002135731824956e-05,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,16,No,Month-to-month,Bank transfer (automatic),20.25,327.45,Yes,Negative,-1,0.49722933223276766,0.999849882043829,Yes,High,"kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, diskon personal, dan follow-up manajer CS"
Female,0,Yes,No,56,Fiber optic,Month-to-month,Electronic check,98.7,5669.5,No,Positive,1,0.9084310167053924,4.793885045731896e-05,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,Yes,23,No,One year,Mailed check,19.8,465.45,No,Positive,1,0.8187253281842077,9.414405327125626e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,9,Fiber optic,Month-to-month,Electronic check,73.8,704.3,No,Positive,1,0.8045547956088458,0.0007740786598819424,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,Yes,No,14,Fiber optic,Month-to-month,Electronic check,100.2,1369.8,Yes,Positive,1,0.538595271177717,0.999522925092888,Yes,High,"monthly charge tinggi, kontrak bulanan, electronic check","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,Yes,Yes,15,Fiber optic,Month-to-month,Bank transfer (automatic),74.9,1107.25,Yes,Positive,1,0.498663995961698,0.9971949448463324,Yes,High,"monthly charge tinggi, kontrak bulanan","High risk -> retention call, kontrak tahunan diskon, dan loyalty bundle"
Male,0,No,No,5,No,Month-to-month,Credit card (automatic),20.05,95.55,No,Positive,1,0.6216108686530126,0.0004958434037541953,No,Low,"tenure pendek, kontrak bulanan","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,61,Fiber optic,Month-to-month,Electronic check,106.2,6375.2,No,Positive,1,0.8768955378746641,0.0006350251136884963,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,70,Fiber optic,Two year,Credit card (automatic),116.55,8152.3,No,Positive,1,0.8592262774818898,0.012510623739659811,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,15,Fiber optic,Month-to-month,Electronic check,99.7,1566.75,No,Positive,1,0.9134196405658488,0.00016056325742167356,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,Yes,8,No,Two year,Mailed check,19.7,130.25,No,Positive,1,0.6405359762254524,0.00010078156795968956,No,Low,tenure pendek,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,8,No,Two year,Mailed check,19.5,162.15,No,Positive,1,0.6199638005511435,6.536254735538692e-05,No,Low,tenure pendek,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,4,DSL,Month-to-month,Mailed check,29.15,110.05,No,Positive,1,0.5740898079365753,0.00034656030452723225,No,Low,"tenure pendek, kontrak bulanan","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,34,DSL,One year,Mailed check,55.0,1885.15,No,Neutral,0,0.46271821372119704,0.0007074390430556034,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,68,DSL,Two year,Credit card (automatic),90.8,6302.85,No,Positive,1,0.9467885680571144,2.9400831689567028e-05,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,45,DSL,One year,Bank transfer (automatic),51.0,2264.5,No,Positive,1,0.7061645823249443,0.0001921284592511727,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,No,No,9,Fiber optic,Month-to-month,Electronic check,90.1,816.8,No,Positive,1,0.9521604812822736,0.0008454162935673771,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat, electronic check","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,22,DSL,Month-to-month,Mailed check,59.05,1253.5,No,Positive,1,0.5426235790765983,0.002378630628776587,No,Low,kontrak bulanan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,2,No,Month-to-month,Mailed check,20.3,41.2,No,Positive,1,0.5755105626109782,0.00041135861806118547,No,Low,"tenure pendek, kontrak bulanan","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,Yes,No,70,DSL,Two year,Bank transfer (automatic),72.95,5265.55,No,Positive,1,0.6034858880055156,0.00021558470932613112,No,Low,monthly charge tinggi,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,Yes,10,DSL,One year,Credit card (automatic),73.55,693.3,No,Positive,1,0.6235525020958829,0.00026849071213399384,No,Low,"tenure pendek, monthly charge tinggi","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,0,No,No,72,DSL,Two year,Credit card (automatic),84.3,5997.1,No,Positive,1,0.8591992158056724,4.420830067072472e-05,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,49,DSL,One year,Credit card (automatic),78.0,3824.2,No,Positive,1,0.8310753235096275,6.052889426713154e-05,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,1,No,No,54,DSL,One year,Mailed check,72.1,3886.05,No,Positive,1,0.6084606802052287,0.00022502290013353044,No,Low,monthly charge tinggi,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,71,Fiber optic,Two year,Credit card (automatic),106.75,7283.25,No,Positive,1,0.9317642399330814,0.0001254935939168954,No,Low,"monthly charge tinggi, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,No,No,22,No,One year,Mailed check,19.25,412.55,No,Positive,1,0.7844793233097266,4.055481205058861e-05,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,50,No,Two year,Credit card (automatic),20.55,1070.25,No,Positive,1,0.6828787002471159,0.00028729802996303575,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,43,No,One year,Mailed check,20.0,817.95,No,Positive,1,0.7948949816049947,4.835192037314541e-05,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,45,No,Two year,Credit card (automatic),24.65,1171.3,No,Positive,1,0.8866861741722685,5.5707017860873154e-05,No,Low,indikasi sentiment sangat kuat,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Male,1,No,No,64,Fiber optic,Month-to-month,Bank transfer (automatic),103.5,6548.65,No,Positive,1,0.933950838876421,0.0011586023247551,No,Low,"monthly charge tinggi, kontrak bulanan, indikasi sentiment sangat kuat","Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
Female,0,Yes,Yes,23,No,Two year,Mailed check,23.85,625.65,No,Neutral,0,0.4821887782157844,0.0010135989395087526,No,Low,tidak ada sinyal risiko dominan,"Low risk -> pertahankan engagement, loyalty program, dan monitoring rutin"
